ID,Fruta,Cantidad,Precio,Fecha
2758,Pera,95,3.32,2026-01-02
2759,Naranja,12,5.5,2024-09-21
2760,Frutilla,98,6.9,2025-10-14
2761,Melón,2,14.63,2025-12-26
2762,Naranja,55,9.95,2024-09-07
2763,Frutilla,55,11.05,2025-03-03
2764,Mango,26,6.6,2025-07-02
2765,Uva,66,10.47,2025-01-14
2766,Banano,78,9.33,2024-12-15
2767,Manzana,13,12.09,2024-12-11
2768,Pera,73,1.03,2025-11-21
2769,Pera,26,1.24,2024-12-06
2770,Pera,5,9.8,2024-11-07
2771,Banano,4,5.55,2024-12-01
2772,Piña,97,11.26,2026-02-14
2773,Piña,1,6.72,2026-01-24
2774,Naranja,95,9.56,2025-10-16
2775,Piña,68,6.68,2025-08-25
2776,Piña,38,10.91,2024-09-01
2777,Melón,53,10.54,2025-06-12
2778,Manzana,12,4.27,2025-01-03
2779,Pera,78,7.14,2025-11-25
2780,Naranja,52,12.24,2024-07-04
2781,Banano,58,9.56,2024-09-12
2782,Pera,87,14.71,2026-05-14
2783,Uvilla,81,3.79,2025-01-08
2784,Piña,73,1.2,2025-07-05
2785,Uvilla,38,11.23,2024-12-20
2786,Naranja,58,4.75,2024-09-02
2787,Piña,52,11.02,2025-02-25
2788,Uva,53,4.89,2024-09-17
2789,Mango,4,7.73,2025-09-13
2790,Melón,20,12.63,2024-11-24
2791,Piña,56,1.98,2026-02-17
2792,Banano,30,5.11,2025-01-25
2793,Piña,91,13.08,2024-08-18
2794,Uva,76,11.95,2025-10-07
2795,Pera,45,2.58,2025-04-29
2796,Piña,54,6.58,2024-11-05
2797,Frutilla,35,4.82,2024-06-30
2798,Mango,23,5.24,2024-06-21
2799,Uvilla,16,6.81,2024-12-22
2800,Manzana,31,4.73,2025-10-13
2801,Piña,59,13.01,2025-08-19
2802,Frutilla,67,3.57,2026-03-18
2803,Banano,59,2.69,2026-05-26
2804,Banano,84,3.77,2024-09-21
2805,Frutilla,41,11.11,2024-07-04
2806,Uvilla,40,11.91,2026-03-19
2807,Melón,28,13.44,2025-07-17
2808,Melón,92,14.43,2025-05-13
2809,Uvilla,23,5.95,2025-11-14
2810,Mango,99,2.83,2025-12-09
2811,Naranja,78,12.75,2024-08-15
2812,Banano,56,3.96,2024-10-07
2813,Banano,11,10.56,2025-09-22
2814,Manzana,85,15.0,2025-09-07
2815,Mango,70,14.95,2026-05-14
2816,Mango,43,7.59,2025-08-23
2817,Banano,24,8.17,2024-09-22
2818,Frutilla,94,11.57,2025-03-12
2819,Uvilla,3,13.98,2024-10-12
2820,Uva,47,3.43,2025-03-14
2821,Frutilla,49,7.18,2025-01-24
2822,Naranja,63,7.75,2024-11-18
2823,Manzana,40,7.4,2024-10-14
2824,Mango,66,5.09,2025-02-09
2825,Piña,18,8.13,2025-09-20
2826,Banano,56,12.71,2025-01-03
2827,Banano,33,12.18,2024-12-31
2828,Pera,99,4.55,2025-09-17
2829,Naranja,81,9.32,2025-08-04
2830,Piña,71,0.65,2025-05-27
2831,Uva,43,1.86,2025-02-04
2832,Melón,50,5.79,2024-12-27
2833,Naranja,31,6.94,2025-12-05
2834,Manzana,32,8.08,2024-12-07
2835,Piña,98,2.33,2025-06-17
2836,Uva,69,1.85,2025-05-13
2837,Banano,72,9.51,2024-07-14
2838,Pera,77,0.73,2026-02-28
2839,Pera,48,2.48,2024-09-23
2840,Manzana,77,7.63,2024-08-15
2841,Pera,45,13.64,2025-05-21
2842,Frutilla,25,9.6,2024-06-28
2843,Piña,86,8.6,2026-01-14
2844,Frutilla,79,5.58,2025-10-10
2845,Manzana,28,11.72,2025-06-02
2846,Melón,20,2.93,2026-02-24
2847,Pera,37,2.5,2025-02-19
2848,Banano,93,4.27,2025-03-07
2849,Uva,83,0.62,2025-06-13
2850,Piña,43,4.25,2026-02-09
2851,Piña,100,11.52,2024-12-02
2852,Melón,32,11.99,2025-02-13
2853,Uva,87,11.36,2024-08-08
2854,Frutilla,53,14.14,2025-03-03
2855,Piña,24,5.34,2024-10-22
2856,Piña,5,4.75,2025-02-22
2857,Frutilla,35,7.41,2025-05-19
2858,Uva,1,11.74,2025-05-20
2859,Naranja,21,6.24,2025-07-11
2860,Banano,83,12.34,2026-02-03
2861,Uvilla,49,14.9,2025-10-10
2862,Manzana,92,4.37,2025-03-28
2863,Melón,30,3.98,2024-07-08
2864,Manzana,82,13.46,2026-03-16
2865,Frutilla,37,6.13,2025-08-03
2866,Banano,70,5.93,2025-10-22
2867,Pera,49,14.31,2026-03-27
2868,Uva,64,1.92,2025-06-06
2869,Frutilla,52,3.07,2024-08-03
2870,Pera,79,7.66,2024-09-20
2871,Melón,80,2.29,2025-04-21
2872,Piña,40,6.77,2026-01-08
2873,Uva,80,12.62,2024-10-16
2874,Manzana,46,14.01,2025-07-31
2875,Melón,51,0.53,2025-05-02
2876,Piña,78,6.59,2025-10-09
2877,Uva,92,10.48,2025-12-26
2878,Pera,31,3.04,2024-12-17
2879,Naranja,52,2.65,2026-01-26
2880,Piña,55,7.96,2026-05-27
2881,Melón,43,6.74,2025-03-15
2882,Manzana,31,14.28,2024-08-06
2883,Uva,5,10.28,2024-08-16
2884,Piña,45,13.22,2024-07-11
2885,Naranja,28,12.25,2025-09-03
2886,Frutilla,85,8.77,2025-02-14
2887,Mango,79,13.97,2026-01-24
2888,Piña,22,2.54,2026-02-27
2889,Uva,31,2.18,2025-10-06
2890,Melón,31,3.75,2024-06-15
2891,Uva,35,13.5,2024-12-07
2892,Uvilla,68,11.96,2024-11-14
2893,Banano,55,2.51,2024-08-03
2894,Piña,66,4.92,2026-04-02
2895,Banano,26,11.16,2025-07-11
2896,Pera,94,7.92,2026-05-17
2897,Uva,73,14.45,2025-04-21
2898,Banano,93,10.12,2026-04-23
2899,Piña,16,13.65,2025-07-24
2900,Manzana,82,7.59,2025-06-27
2901,Uva,43,10.11,2026-01-22
2902,Manzana,89,7.74,2024-07-24
2903,Naranja,86,5.11,2026-01-08
2904,Pera,65,8.5,2025-09-06
2905,Naranja,23,2.37,2024-06-30
2906,Piña,24,14.44,2025-06-28
2907,Naranja,89,3.8,2024-12-27
2908,Uva,36,4.13,2025-06-29
2909,Uvilla,93,8.46,2025-06-14
2910,Naranja,57,2.36,2024-11-14
2911,Melón,26,6.66,2024-09-05
2912,Banano,30,5.75,2025-04-23
2913,Frutilla,79,2.46,2024-12-10
2914,Banano,37,5.25,2025-07-16
2915,Manzana,34,10.83,2024-06-12
2916,Banano,4,8.51,2025-05-13
2917,Uvilla,27,11.94,2025-12-28
2918,Mango,60,8.26,2026-01-11
2919,Banano,40,11.91,2024-09-08
2920,Frutilla,91,2.23,2025-03-30
2921,Banano,55,13.62,2026-04-07
2922,Manzana,88,2.47,2025-10-18
2923,Melón,75,1.41,2024-08-30
2924,Piña,24,3.02,2024-08-30
2925,Uva,40,2.78,2025-02-16
2926,Pera,14,14.1,2026-03-04
2927,Naranja,31,6.53,2025-08-30
2928,Manzana,99,1.48,2025-06-23
2929,Frutilla,45,5.7,2025-05-19
2930,Uva,9,10.01,2024-08-30
2931,Melón,9,5.34,2025-02-23
2932,Naranja,6,5.2,2025-02-10
2933,Uva,37,2.03,2024-06-17
2934,Frutilla,4,11.3,2026-02-14
2935,Mango,24,5.85,2025-01-16
2936,Melón,35,11.95,2024-07-14
2937,Piña,98,13.69,2024-07-06
2938,Manzana,6,6.98,2025-11-05
2939,Banano,9,7.42,2025-05-03
2940,Frutilla,12,14.35,2026-04-21
2941,Banano,7,3.99,2025-05-25
2942,Melón,81,12.71,2025-05-27
2943,Frutilla,69,12.77,2025-08-26
2944,Uvilla,26,13.65,2025-08-14
2945,Uva,37,12.4,2025-07-02
2946,Uva,36,2.2,2025-05-19
2947,Naranja,70,14.31,2026-02-21
2948,Mango,90,14.68,2025-09-22
2949,Uvilla,45,13.48,2025-08-09
2950,Uvilla,38,2.68,2024-08-07
2951,Frutilla,51,9.37,2026-02-11
2952,Pera,51,13.62,2026-02-18
2953,Uva,14,1.63,2025-06-20
2954,Melón,71,4.5,2026-01-19
2955,Manzana,47,6.01,2026-04-20
2956,Mango,6,1.48,2025-07-13
2957,Banano,28,2.34,2024-12-18
2958,Manzana,41,2.62,2025-09-16
2959,Manzana,54,5.63,2024-07-03
2960,Pera,35,2.3,2025-11-23
2961,Pera,90,2.89,2025-05-28
2962,Uvilla,62,12.82,2024-10-09
2963,Pera,36,2.61,2026-04-19
2964,Pera,94,12.1,2025-02-19
2965,Manzana,99,4.1,2025-11-15
2966,Melón,48,13.21,2025-04-29
2967,Manzana,4,7.48,2025-09-29
2968,Piña,56,3.62,2025-03-09
2969,Frutilla,16,2.26,2026-04-18
2970,Mango,3,11.0,2025-02-27
2971,Pera,23,4.58,2025-04-11
2972,Piña,19,2.85,2024-07-23
2973,Banano,67,10.91,2025-05-19
2974,Manzana,77,11.62,2026-05-01
2975,Pera,59,5.41,2025-06-17
2976,Naranja,17,12.32,2024-07-22
2977,Naranja,91,14.23,2025-12-27
2978,Manzana,9,1.04,2026-05-21
2979,Banano,63,13.03,2024-07-14
2980,Banano,96,1.52,2025-09-08
2981,Mango,13,14.15,2026-04-04
2982,Uvilla,54,9.73,2024-12-23
2983,Pera,95,3.12,2025-04-13
2984,Uvilla,19,4.56,2024-09-05
2985,Frutilla,88,2.22,2024-07-06
2986,Naranja,94,4.11,2026-01-07
2987,Uvilla,60,8.34,2024-08-04
2988,Banano,73,6.38,2026-03-29
2989,Mango,77,3.82,2025-05-07
2990,Melón,86,12.4,2025-09-14
2991,Pera,41,3.43,2025-12-09
2992,Uvilla,70,9.51,2026-02-22
2993,Pera,46,3.17,2026-04-25
2994,Manzana,78,14.01,2024-06-29
2995,Pera,52,8.66,2026-02-06
2996,Frutilla,46,10.9,2024-12-14
2997,Naranja,19,4.26,2024-11-18
2998,Uvilla,90,9.23,2025-07-04
2999,Uva,4,7.46,2026-02-25
3000,Frutilla,94,7.83,2025-12-25
3001,Pera,92,0.83,2025-04-13
3002,Pera,92,1.19,2026-05-18
3003,Banano,46,9.25,2024-06-05
3004,Melón,75,13.8,2025-10-21
3005,Naranja,81,14.8,2025-02-14
3006,Naranja,41,11.31,2024-12-09
3007,Piña,62,2.24,2025-02-03
3008,Pera,29,9.69,2025-07-21
3009,Uvilla,2,4.49,2025-04-29
3010,Manzana,45,4.55,2024-11-27
3011,Mango,44,6.04,2026-03-12
3012,Mango,43,2.88,2024-12-07
3013,Naranja,100,14.37,2025-11-27
3014,Frutilla,19,1.19,2025-03-02
3015,Pera,49,14.04,2025-04-04
3016,Banano,11,11.43,2024-10-03
3017,Banano,79,10.54,2025-10-05
3018,Pera,56,2.78,2025-10-31
3019,Uva,58,7.96,2024-11-16
3020,Naranja,58,4.28,2026-01-02
3021,Banano,81,4.3,2025-06-10
3022,Piña,50,13.2,2025-04-10
3023,Pera,60,3.92,2024-10-30
3024,Uvilla,49,12.23,2024-12-14
3025,Banano,61,13.73,2025-04-13
3026,Piña,72,3.72,2025-10-11
3027,Piña,26,9.85,2026-01-09
3028,Piña,15,5.93,2025-06-01
3029,Piña,61,11.61,2025-07-01
3030,Melón,8,1.91,2024-09-16
3031,Mango,52,12.01,2025-02-07
3032,Pera,15,3.77,2025-11-04
3033,Frutilla,52,6.62,2024-07-17
3034,Melón,22,3.72,2025-01-12
3035,Naranja,7,11.92,2026-05-02
3036,Naranja,75,11.64,2025-05-07
3037,Banano,74,2.79,2025-12-01
3038,Manzana,15,2.98,2025-06-24
3039,Piña,79,12.44,2025-05-09
3040,Melón,23,9.6,2024-10-15
3041,Melón,47,12.04,2026-03-12
3042,Mango,30,6.69,2024-10-12
3043,Pera,87,4.72,2026-01-19
3044,Banano,86,3.24,2024-09-05
3045,Uva,39,1.91,2025-11-15
3046,Mango,30,12.2,2024-07-07
3047,Pera,56,3.48,2024-07-18
3048,Mango,6,12.92,2025-11-03
3049,Naranja,57,13.57,2026-04-28
3050,Mango,88,8.71,2025-11-08
3051,Manzana,19,6.82,2025-06-07
3052,Banano,17,8.9,2025-09-11
3053,Mango,76,1.12,2025-08-04
3054,Frutilla,94,1.57,2026-03-16
3055,Pera,53,5.32,2025-10-31
3056,Frutilla,7,7.24,2025-07-16
3057,Uva,55,1.04,2025-05-20
3058,Piña,97,1.24,2024-06-29
3059,Frutilla,69,10.35,2024-08-25
3060,Uvilla,94,8.94,2024-11-15
3061,Mango,90,4.41,2024-10-26
3062,Uva,83,14.23,2024-12-06
3063,Uva,14,3.11,2025-03-15
3064,Frutilla,31,8.2,2025-03-28
3065,Melón,19,8.44,2025-08-18
3066,Frutilla,65,14.54,2024-10-04
3067,Mango,81,1.66,2025-08-29
3068,Melón,65,12.0,2024-10-06
3069,Piña,3,13.68,2025-05-18
3070,Melón,66,0.81,2026-02-16
3071,Piña,71,8.53,2025-08-16
3072,Manzana,13,4.75,2025-06-08
3073,Frutilla,72,7.07,2024-08-19
3074,Banano,94,8.07,2024-08-11
3075,Uvilla,61,11.37,2026-03-06
3076,Uva,17,0.55,2026-02-13
3077,Banano,21,14.79,2026-02-02
3078,Frutilla,14,0.79,2025-10-16
3079,Banano,80,2.73,2026-01-07
3080,Piña,6,7.85,2024-09-13
3081,Uvilla,3,14.56,2025-08-09
3082,Melón,77,4.25,2026-04-15
3083,Naranja,84,14.02,2024-11-28
3084,Manzana,39,7.07,2025-06-02
3085,Pera,11,14.35,2025-10-20
3086,Naranja,74,0.84,2025-03-14
3087,Uva,79,3.01,2026-02-17
3088,Uvilla,26,13.27,2024-06-13
3089,Uva,48,11.06,2025-08-22
3090,Piña,17,8.07,2024-11-29
3091,Melón,36,1.99,2025-07-08
3092,Melón,14,12.31,2025-07-04
3093,Mango,97,9.46,2025-05-24
3094,Mango,67,1.1,2024-08-28
3095,Naranja,84,3.3,2025-11-08
3096,Pera,84,13.42,2025-07-23
3097,Frutilla,15,13.06,2024-10-06
3098,Pera,93,13.64,2025-04-21
3099,Piña,45,5.23,2024-12-30
3100,Naranja,98,1.16,2026-05-07
3101,Piña,26,5.26,2026-02-22
3102,Banano,60,2.51,2024-07-20
3103,Uva,70,14.06,2025-11-25
3104,Uvilla,13,14.1,2025-03-09
3105,Banano,86,12.47,2025-11-11
3106,Mango,24,14.11,2026-03-16
3107,Uvilla,83,13.43,2025-01-22
3108,Uva,32,3.85,2025-06-12
3109,Melón,59,5.51,2026-02-27
3110,Piña,92,7.69,2024-12-15
3111,Melón,92,6.08,2026-04-12
3112,Manzana,66,8.1,2025-03-04
3113,Banano,81,2.84,2025-01-19
3114,Uva,82,3.62,2026-05-09
3115,Pera,20,12.39,2026-05-20
3116,Uvilla,82,12.93,2025-02-09
3117,Naranja,30,3.4,2025-12-22
3118,Naranja,64,1.38,2025-10-13
3119,Melón,67,6.21,2024-10-13
3120,Banano,28,1.73,2025-08-16
3121,Banano,19,7.26,2024-10-03
3122,Frutilla,79,12.23,2026-04-12
3123,Mango,52,6.58,2024-06-18
3124,Pera,16,8.65,2025-09-15
3125,Uvilla,74,12.89,2025-08-29
3126,Banano,8,8.48,2024-07-16
3127,Frutilla,88,6.94,2025-06-02
3128,Frutilla,46,8.85,2025-09-03
3129,Manzana,21,2.19,2025-03-29
3130,Mango,65,12.13,2025-08-16
3131,Banano,16,13.96,2025-03-29
3132,Mango,61,14.34,2026-01-19
3133,Naranja,48,12.09,2025-03-24
3134,Mango,87,4.99,2026-02-07
3135,Uva,84,7.99,2025-09-20
3136,Melón,86,2.75,2024-10-29
3137,Mango,7,13.24,2026-03-01
3138,Uvilla,10,6.81,2026-05-09
3139,Manzana,47,6.8,2024-06-29
3140,Mango,97,5.15,2024-06-04
3141,Melón,32,13.73,2025-08-25
3142,Naranja,57,13.95,2025-08-13
3143,Uva,12,14.76,2025-12-17
3144,Uva,49,2.49,2026-02-26
3145,Pera,7,5.33,2026-04-11
3146,Manzana,12,2.64,2025-10-04
3147,Pera,12,9.89,2024-10-12
3148,Uvilla,4,4.71,2024-12-03
3149,Uva,72,10.92,2025-11-13
3150,Naranja,93,10.52,2025-04-18
3151,Pera,34,2.97,2024-08-31
3152,Manzana,1,5.11,2025-11-19
3153,Manzana,14,11.85,2025-01-11
3154,Frutilla,71,11.31,2026-03-14
3155,Banano,5,8.85,2025-12-19
3156,Uva,56,2.77,2025-05-12
3157,Uva,75,1.82,2024-09-22
3158,Uva,54,10.94,2026-01-26
3159,Mango,83,3.7,2025-07-26
3160,Mango,80,0.65,2025-08-06
3161,Banano,80,8.72,2024-10-30
3162,Frutilla,20,6.96,2026-01-17
3163,Uva,11,7.57,2024-08-05
3164,Banano,2,1.35,2025-07-11
3165,Melón,20,4.24,2026-04-09
3166,Uvilla,6,2.31,2024-07-13
3167,Banano,77,8.01,2025-11-12
3168,Naranja,23,3.16,2025-06-18
3169,Frutilla,78,3.36,2025-01-03
3170,Uva,2,8.95,2025-01-09
3171,Naranja,28,11.02,2025-07-26
3172,Frutilla,42,13.48,2024-11-07
3173,Melón,34,2.0,2025-04-14
3174,Uvilla,10,9.48,2024-08-24
3175,Frutilla,69,3.49,2024-07-22
3176,Naranja,71,3.9,2024-06-18
3177,Melón,19,11.36,2025-07-28
3178,Melón,43,1.99,2024-10-18
3179,Uva,48,14.03,2024-08-18
3180,Pera,67,7.45,2025-01-03
3181,Uvilla,95,12.95,2026-04-30
3182,Piña,100,12.24,2024-11-27
3183,Piña,87,10.99,2025-03-03
3184,Manzana,58,2.85,2026-01-15
3185,Frutilla,80,7.9,2025-05-18
3186,Melón,56,8.49,2024-12-01
3187,Mango,34,8.75,2024-07-15
3188,Uvilla,72,9.28,2025-08-15
3189,Piña,84,13.06,2025-06-03
3190,Piña,88,5.24,2025-04-03
3191,Banano,47,10.86,2024-12-13
3192,Banano,18,6.42,2026-05-04
3193,Uva,99,6.84,2025-08-18
3194,Piña,64,11.44,2026-02-09
3195,Naranja,90,10.04,2026-04-19
3196,Frutilla,52,13.36,2025-06-17
3197,Naranja,33,7.53,2024-11-06
3198,Uvilla,17,4.36,2025-09-20
3199,Banano,19,3.16,2025-10-11
3200,Frutilla,48,8.29,2025-12-26
3201,Banano,85,10.35,2025-10-04
3202,Pera,33,11.82,2025-08-06
3203,Melón,31,10.41,2026-03-16
3204,Melón,82,10.81,2024-12-15
3205,Mango,93,13.94,2024-12-28
3206,Manzana,88,1.03,2025-05-15
3207,Naranja,21,7.22,2025-03-08
3208,Piña,49,2.99,2026-02-12
3209,Pera,24,5.97,2025-12-05
3210,Mango,25,7.17,2024-10-12
3211,Melón,1,12.84,2025-11-11
3212,Frutilla,67,11.48,2024-05-31
3213,Manzana,53,1.57,2024-08-24
3214,Mango,37,11.75,2025-08-07
3215,Mango,40,12.71,2024-09-12
3216,Uvilla,80,14.03,2026-03-22
3217,Mango,42,3.56,2025-03-26
3218,Frutilla,24,0.87,2025-10-09
3219,Naranja,53,7.35,2025-03-25
3220,Uvilla,76,9.01,2025-09-25
3221,Uva,59,4.56,2025-06-22
3222,Uvilla,28,10.78,2024-06-14
3223,Uvilla,41,8.46,2024-09-07
3224,Mango,43,9.4,2025-08-10
3225,Naranja,24,6.85,2026-05-27
3226,Uvilla,7,9.18,2026-03-24
3227,Manzana,94,5.53,2026-01-25
3228,Mango,56,8.15,2024-07-22
3229,Uva,4,12.06,2024-08-25
3230,Melón,31,3.43,2024-07-04
3231,Manzana,33,10.85,2026-02-01
3232,Frutilla,1,0.6,2024-05-31
3233,Mango,64,7.29,2024-11-13
3234,Melón,63,4.53,2025-05-11
3235,Banano,33,14.54,2025-04-04
3236,Pera,59,8.46,2025-09-30
3237,Frutilla,26,14.95,2025-05-11
3238,Melón,56,3.15,2024-09-01
3239,Naranja,85,2.75,2024-07-25
3240,Banano,60,14.53,2026-01-08
3241,Naranja,77,5.62,2025-04-25
3242,Melón,54,1.09,2025-01-27
3243,Frutilla,95,6.45,2025-01-01
3244,Uvilla,12,7.62,2024-07-31
3245,Melón,4,9.19,2024-07-14
3246,Banano,3,8.13,2026-03-11
3247,Frutilla,21,14.23,2026-05-23
3248,Mango,95,3.42,2024-06-11
3249,Pera,62,2.62,2024-11-16
3250,Mango,53,7.53,2025-08-05
3251,Pera,16,12.14,2025-02-08
3252,Banano,38,13.79,2024-11-29
3253,Naranja,9,5.34,2026-03-19
3254,Uvilla,26,9.05,2024-11-30
3255,Uvilla,23,3.5,2026-04-04
3256,Uvilla,98,9.27,2026-04-30
3257,Frutilla,41,3.5,2025-03-11
3258,Pera,91,3.66,2026-04-18
3259,Naranja,86,3.66,2025-04-28
3260,Frutilla,56,10.65,2024-07-26
3261,Uva,90,13.95,2026-05-03
3262,Mango,58,1.35,2025-04-20
3263,Banano,15,8.07,2025-06-18
3264,Piña,17,4.64,2025-12-12
3265,Banano,3,3.41,2025-12-05
3266,Piña,9,12.61,2024-09-26
3267,Pera,30,10.06,2024-10-11
3268,Uva,77,0.82,2025-02-18
3269,Mango,26,5.88,2024-11-22
3270,Naranja,60,3.95,2025-03-24
3271,Banano,9,8.65,2025-09-22
3272,Pera,40,14.22,2025-04-03
3273,Uva,56,14.19,2024-06-12
3274,Mango,34,2.48,2025-10-06
3275,Frutilla,56,4.04,2025-02-01
3276,Manzana,43,6.36,2025-05-18
3277,Uva,53,2.89,2025-07-02
3278,Pera,79,4.85,2025-10-17
3279,Frutilla,29,12.57,2024-07-02
3280,Uva,98,0.95,2024-12-12
3281,Frutilla,27,12.45,2024-08-01
3282,Pera,87,3.3,2024-11-04
3283,Uvilla,45,7.03,2024-07-08
3284,Frutilla,71,5.53,2026-02-25
3285,Melón,44,3.63,2026-03-02
3286,Pera,63,6.02,2025-12-22
3287,Mango,100,10.79,2025-09-22
3288,Frutilla,43,3.88,2024-08-01
3289,Melón,80,3.56,2025-10-30
3290,Naranja,56,9.83,2025-08-13
3291,Uvilla,4,6.87,2025-06-25
3292,Mango,31,13.56,2025-12-03
3293,Manzana,21,9.69,2024-11-29
3294,Melón,65,12.71,2026-03-17
3295,Banano,4,2.28,2024-08-24
3296,Frutilla,45,7.56,2024-07-29
3297,Banano,75,5.05,2024-09-01
3298,Mango,71,0.55,2024-09-08
3299,Uva,16,10.51,2025-06-01
3300,Uvilla,84,2.42,2025-04-13
3301,Banano,3,14.69,2025-12-05
3302,Naranja,56,13.26,2026-02-24
3303,Frutilla,74,11.6,2025-04-23
3304,Uva,80,10.3,2025-07-26
3305,Mango,65,10.7,2025-09-04
3306,Manzana,95,12.88,2025-08-05
3307,Frutilla,42,11.71,2024-07-21
3308,Naranja,83,3.89,2024-11-30
3309,Pera,11,14.5,2025-01-20
3310,Uvilla,66,1.42,2025-07-25
3311,Manzana,14,6.7,2025-01-15
3312,Banano,7,1.01,2025-09-19
3313,Uvilla,36,4.98,2024-09-17
3314,Manzana,45,3.61,2025-11-18
3315,Uva,86,3.56,2025-11-01
3316,Uva,16,14.37,2024-06-25
3317,Melón,74,1.83,2025-10-31
3318,Uva,87,13.65,2025-01-02
3319,Banano,90,10.18,2025-08-29
3320,Mango,60,4.6,2025-08-07
3321,Pera,43,9.96,2025-11-04
3322,Mango,18,14.96,2024-07-29
3323,Piña,11,6.06,2024-05-30
3324,Manzana,66,7.26,2024-09-15
3325,Uva,75,7.15,2026-01-20
3326,Uvilla,99,12.55,2026-04-17
3327,Uvilla,32,2.61,2025-01-10
3328,Pera,63,13.02,2024-07-19
3329,Frutilla,59,14.61,2025-10-17
3330,Naranja,77,11.64,2025-11-12
3331,Manzana,22,11.55,2025-12-03
3332,Mango,25,8.59,2024-05-30
3333,Naranja,4,13.45,2025-08-06
3334,Pera,44,12.43,2024-08-09
3335,Piña,82,4.29,2026-03-10
3336,Melón,78,11.16,2025-10-02
3337,Banano,21,11.39,2026-01-15
3338,Uvilla,85,12.1,2026-03-11
3339,Naranja,79,0.63,2024-08-25
3340,Frutilla,17,7.88,2024-09-14
3341,Uvilla,94,11.33,2025-07-06
3342,Melón,18,10.46,2026-01-04
3343,Naranja,14,14.2,2025-05-07
3344,Melón,96,2.37,2025-01-30
3345,Pera,79,1.0,2025-06-22
3346,Frutilla,97,0.77,2025-06-23
3347,Uvilla,28,1.0,2025-04-09
3348,Uva,22,14.56,2025-12-07
3349,Naranja,32,12.23,2026-01-15
3350,Pera,8,1.66,2025-09-17
3351,Mango,68,8.97,2025-03-09
3352,Naranja,10,4.62,2026-02-07
3353,Pera,87,1.79,2025-12-13
3354,Pera,19,11.85,2024-09-11
3355,Banano,78,13.4,2025-05-13
3356,Mango,6,12.09,2024-06-23
3357,Melón,43,13.24,2025-11-25
3358,Uva,93,5.63,2025-08-01
3359,Melón,93,11.27,2025-05-19
3360,Pera,27,2.76,2024-07-04
3361,Melón,19,5.31,2026-02-19
3362,Manzana,75,12.24,2024-06-12
3363,Frutilla,99,4.67,2024-12-13
3364,Frutilla,64,8.36,2024-12-30
3365,Uva,71,3.15,2025-12-07
3366,Frutilla,78,11.77,2025-11-19
3367,Melón,62,9.52,2024-10-05
3368,Uva,44,11.24,2025-10-14
3369,Naranja,11,4.91,2026-03-09
3370,Manzana,15,3.1,2024-09-04
3371,Piña,40,4.19,2025-10-10
3372,Banano,75,14.62,2026-04-17
3373,Uvilla,63,8.54,2025-09-03
3374,Banano,90,5.32,2026-02-02
3375,Mango,89,12.81,2025-07-16
3376,Piña,23,13.31,2024-07-16
3377,Naranja,68,12.81,2025-11-07
3378,Frutilla,68,12.72,2024-11-16
3379,Uva,55,2.84,2024-08-05
3380,Frutilla,28,6.16,2025-04-14
3381,Mango,50,9.93,2024-06-30
3382,Naranja,76,13.79,2025-05-15
3383,Uva,55,13.61,2025-02-12
3384,Melón,20,14.42,2025-09-25
3385,Banano,25,9.33,2025-08-04
3386,Pera,23,10.47,2024-10-14
3387,Manzana,35,2.37,2026-01-04
3388,Melón,89,2.86,2025-05-26
3389,Frutilla,47,14.85,2025-09-09
3390,Naranja,48,2.18,2025-11-27
3391,Manzana,98,3.41,2025-05-07
3392,Frutilla,34,4.47,2025-02-17
3393,Uva,54,4.43,2026-02-22
3394,Uva,65,12.64,2024-10-31
3395,Frutilla,37,6.91,2026-05-14
3396,Uva,44,1.46,2025-02-12
3397,Banano,58,10.46,2025-08-07
3398,Frutilla,21,12.13,2026-04-24
3399,Manzana,97,6.66,2025-09-18
3400,Melón,3,10.28,2025-08-10
3401,Uva,1,4.83,2025-05-01
3402,Uvilla,100,0.54,2026-02-05
3403,Mango,15,12.84,2026-03-02
3404,Frutilla,77,2.77,2026-04-01
3405,Uvilla,98,8.56,2024-10-15
3406,Frutilla,16,6.16,2025-06-23
3407,Manzana,100,2.69,2026-01-19
3408,Uva,20,12.95,2025-02-24
3409,Naranja,27,0.84,2026-02-24
3410,Pera,77,4.01,2026-04-18
3411,Piña,65,2.5,2024-07-02
3412,Banano,97,13.0,2024-06-03
3413,Frutilla,3,4.43,2025-10-29
3414,Melón,61,14.46,2024-06-25
3415,Frutilla,75,10.77,2024-08-06
3416,Uvilla,84,11.47,2025-03-03
3417,Uvilla,18,11.77,2026-04-09
3418,Uva,2,1.95,2025-07-04
3419,Banano,53,7.53,2025-01-02
3420,Frutilla,23,5.0,2025-10-23
3421,Naranja,53,7.3,2025-03-18
3422,Mango,45,4.06,2025-01-14
3423,Melón,60,4.86,2026-02-18
3424,Frutilla,54,2.2,2025-07-05
3425,Mango,44,4.48,2025-12-02
3426,Banano,71,4.88,2026-03-18
3427,Naranja,44,7.71,2024-08-15
3428,Pera,96,9.09,2025-05-22
3429,Frutilla,65,4.41,2025-07-08
3430,Pera,77,4.1,2024-09-22
3431,Frutilla,41,8.42,2025-02-25
3432,Manzana,98,6.81,2025-03-14
3433,Uva,58,3.08,2024-12-03
3434,Mango,23,7.06,2026-04-12
3435,Manzana,87,2.25,2025-04-14
